timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes,packets,duration_ms,flag
2026-08-24 09:06:25.926783,10.0.0.27,198.51.100.36,3497,25,TCP,11045,22,699,FIN
2026-08-24 09:06:28.392105,10.0.0.22,203.0.113.20,12875,443,TCP,13820,27,1428,FIN
2026-08-24 09:06:30,10.0.0.31,203.0.113.201,50045,443,TCP,194,2,51,ACK
2026-08-24 09:06:30.606945,10.0.0.15,198.51.100.34,3887,22,TCP,6931,13,756,FIN
2026-08-24 09:06:31.462153,10.0.0.24,198.51.100.20,50332,53,UDP,12464,24,1615,ACK
2026-08-24 09:06:33.561412,10.0.0.17,203.0.113.40,60266,22,TCP,13882,27,407,ACK
2026-08-24 09:06:35.169551,10.0.0.28,203.0.113.57,51449,22,TCP,4816,9,1603,ACK
2026-08-24 09:06:35.515654,10.0.0.23,203.0.113.21,53535,443,TCP,10106,20,293,ACK
2026-08-24 09:06:38.098919,10.0.0.25,203.0.113.48,62253,25,TCP,1880,3,1466,FIN
2026-08-24 09:06:38.711495,10.0.0.19,203.0.113.11,18901,443,TCP,7561,15,1864,FIN
2026-08-24 09:06:41.516816,10.0.0.23,203.0.113.12,54547,443,TCP,7591,15,1821,ACK
2026-08-24 09:06:44.501487,10.0.0.23,203.0.113.7,33923,22,TCP,6326,12,492,ACK
2026-08-24 09:06:46.521377,10.0.0.21,203.0.113.29,21909,80,TCP,1823,3,1728,FIN
2026-08-24 09:06:48.670379,10.0.0.35,203.0.113.19,3534,443,TCP,4900,9,1888,ACK
2026-08-24 09:06:48.923590,10.0.0.14,198.51.100.39,30423,22,TCP,10281,20,20,SYN-ACK
2026-08-24 09:06:50.308703,10.0.0.16,203.0.113.20,62642,25,TCP,12115,24,1256,FIN
2026-08-24 09:06:51.684215,10.0.0.34,203.0.113.37,20760,443,TCP,2196,4,107,SYN-ACK
2026-08-24 09:06:53.555084,10.0.0.35,198.51.100.21,5140,22,TCP,2016,4,1723,ACK
2026-08-24 09:06:54.570646,10.0.0.10,198.51.100.22,38710,25,TCP,4163,8,1481,SYN-ACK
2026-08-24 09:06:56.630886,10.0.0.10,198.51.100.20,16789,53,UDP,9549,19,863,SYN-ACK
2026-08-24 09:06:59.032841,10.0.0.12,198.51.100.9,5459,53,UDP,8818,17,1124,FIN
2026-08-24 09:07:00,10.0.0.31,203.0.113.201,50869,443,TCP,223,2,56,ACK
2026-08-24 09:07:01.012719,10.0.0.26,198.51.100.12,26612,80,TCP,14508,29,972,SYN-ACK
2026-08-24 09:07:01.887872,10.0.0.21,203.0.113.33,24426,80,TCP,13119,26,148,ACK
2026-08-24 09:07:02.461419,10.0.0.31,198.51.100.22,51585,80,TCP,9733,19,1515,ACK
2026-08-24 09:07:03.962363,10.0.0.21,198.51.100.11,54338,53,UDP,10731,21,368,FIN
2026-08-24 09:07:06.335696,10.0.0.32,198.51.100.3,54206,443,TCP,2409,4,139,FIN
2026-08-24 09:07:09.015909,10.0.0.24,203.0.113.5,14235,53,UDP,917,1,1630,SYN-ACK
2026-08-24 09:07:09.925188,10.0.0.20,203.0.113.40,27122,25,TCP,13559,27,1122,ACK
2026-08-24 09:07:12.549423,10.0.0.34,198.51.100.24,19774,443,TCP,6048,12,1775,SYN-ACK
2026-08-24 09:07:14.830685,10.0.0.20,203.0.113.35,53409,80,TCP,6229,12,904,ACK
2026-08-24 09:07:16.423750,10.0.0.38,203.0.113.50,64837,53,UDP,3260,6,1026,FIN
2026-08-24 09:07:16.844746,10.0.0.39,198.51.100.8,53528,53,UDP,1553,3,1499,ACK
2026-08-24 09:07:17.962922,10.0.0.29,203.0.113.24,20276,25,TCP,5462,10,220,SYN-ACK
2026-08-24 09:07:20.094263,10.0.0.19,203.0.113.40,40517,22,TCP,11958,23,882,SYN-ACK
2026-08-24 09:07:22.015847,10.0.0.21,203.0.113.58,48656,80,TCP,14454,28,1876,ACK
2026-08-24 09:07:23.233118,10.0.0.23,203.0.113.36,5941,80,TCP,11196,22,1315,ACK
2026-08-24 09:07:25.331767,10.0.0.35,198.51.100.37,63466,443,TCP,710,1,302,FIN
2026-08-24 09:07:26.557487,10.0.0.24,203.0.113.5,5430,443,TCP,4066,8,1604,FIN
2026-08-24 09:07:29.414193,10.0.0.22,198.51.100.14,40679,80,TCP,2713,5,1400,ACK
2026-08-24 09:07:30,10.0.0.31,203.0.113.201,50693,443,TCP,201,2,65,ACK
2026-08-24 09:07:30.728688,10.0.0.21,203.0.113.57,38636,80,TCP,2455,4,1094,ACK
2026-08-24 09:07:31.449623,10.0.0.30,203.0.113.36,63972,443,TCP,2058,4,63,FIN
2026-08-24 09:07:33.620929,10.0.0.26,203.0.113.50,8741,25,TCP,4488,8,1597,ACK
2026-08-24 09:07:34.200969,10.0.0.16,198.51.100.20,46504,53,UDP,8247,16,419,SYN-ACK
2026-08-24 09:07:36.670406,10.0.0.12,203.0.113.58,59919,443,TCP,11887,23,921,SYN-ACK
2026-08-24 09:07:37.683420,10.0.0.37,203.0.113.41,47524,53,UDP,1263,2,1136,FIN
2026-08-24 09:07:38.223235,10.0.0.19,203.0.113.21,53039,443,TCP,6122,12,1051,SYN-ACK
2026-08-24 09:07:39.974495,10.0.0.16,203.0.113.18,52821,443,TCP,8294,16,63,ACK
2026-08-24 09:07:40.358590,10.0.0.21,198.51.100.1,9528,25,TCP,10226,20,1820,SYN-ACK
2026-08-24 09:07:42.863940,10.0.0.22,198.51.100.33,35475,22,TCP,6930,13,1585,ACK
2026-08-24 09:07:44.968245,10.0.0.12,203.0.113.17,43120,53,UDP,1415,2,931,ACK
2026-08-24 09:07:46.379576,10.0.0.21,203.0.113.17,42953,25,TCP,9830,19,382,SYN-ACK
2026-08-24 09:07:47.033083,10.0.0.39,203.0.113.8,34978,80,TCP,2707,5,632,SYN-ACK
2026-08-24 09:07:49.601697,10.0.0.39,198.51.100.32,23700,443,TCP,8701,17,1842,ACK
2026-08-24 09:07:51.522096,10.0.0.18,203.0.113.26,19010,25,TCP,2250,4,1290,ACK
2026-08-24 09:07:53.566548,10.0.0.12,198.51.100.6,39808,443,TCP,9713,19,325,SYN-ACK
2026-08-24 09:07:53.993972,10.0.0.33,198.51.100.19,56240,53,UDP,9434,18,94,SYN-ACK
2026-08-24 09:07:55.360415,10.0.0.30,198.51.100.15,43696,53,UDP,3653,7,1580,FIN
2026-08-24 09:07:57.357755,10.0.0.30,203.0.113.4,59285,22,TCP,10475,20,1127,ACK
2026-08-24 09:07:58.390570,10.0.0.19,198.51.100.3,53760,443,TCP,13427,26,1412,ACK
2026-08-24 09:07:59.891008,10.0.0.12,198.51.100.30,11383,80,TCP,7402,14,861,ACK
2026-08-24 09:08:00,10.0.0.31,203.0.113.201,50528,443,TCP,202,2,85,ACK
2026-08-24 09:08:02.146767,10.0.0.20,198.51.100.19,21509,443,TCP,14314,28,1481,ACK
2026-08-24 09:08:03.919390,10.0.0.37,203.0.113.45,9593,22,TCP,12662,25,768,FIN
2026-08-24 09:08:04.513847,10.0.0.20,203.0.113.31,9053,22,TCP,4582,9,930,SYN-ACK
2026-08-24 09:08:07.409367,10.0.0.11,203.0.113.38,57657,22,TCP,10282,20,866,SYN-ACK
2026-08-24 09:08:08.140902,10.0.0.38,203.0.113.21,62218,53,UDP,9664,19,1486,ACK
2026-08-24 09:08:09.733539,10.0.0.15,198.51.100.5,31617,25,TCP,8371,16,1810,ACK
2026-08-24 09:08:10.921645,10.0.0.12,203.0.113.51,30989,25,TCP,4144,8,450,FIN
2026-08-24 09:08:13.004703,10.0.0.11,203.0.113.37,40182,22,TCP,14656,29,1736,FIN
2026-08-24 09:08:15.675579,10.0.0.19,198.51.100.10,56544,80,TCP,1961,3,892,SYN-ACK
2026-08-24 09:08:17.472368,10.0.0.33,203.0.113.47,25006,22,TCP,941,1,830,SYN-ACK
2026-08-24 09:08:18.933360,10.0.0.16,203.0.113.47,19937,25,TCP,1404,2,801,FIN
2026-08-24 09:08:21.863592,10.0.0.27,203.0.113.36,45614,25,TCP,10211,20,253,SYN-ACK
2026-08-24 09:08:22.620954,10.0.0.22,203.0.113.48,37582,53,UDP,6190,12,1556,SYN-ACK
2026-08-24 09:08:24.819011,10.0.0.26,203.0.113.52,3662,25,TCP,942,1,89,SYN-ACK
2026-08-24 09:08:25.410398,10.0.0.35,198.51.100.2,30973,25,TCP,2640,5,1251,FIN
2026-08-24 09:08:27.969683,10.0.0.39,198.51.100.20,11673,53,UDP,6638,13,1272,FIN
2026-08-24 09:08:30,10.0.0.31,203.0.113.201,50163,443,TCP,222,2,85,ACK
2026-08-24 09:08:30.154154,10.0.0.28,203.0.113.44,55306,25,TCP,8551,17,1100,ACK
2026-08-24 09:08:33.097868,10.0.0.19,198.51.100.2,25164,80,TCP,5627,11,1389,SYN-ACK
2026-08-24 09:08:35.489999,10.0.0.28,203.0.113.40,40143,80,TCP,7975,15,553,FIN
2026-08-24 09:08:37.035256,10.0.0.34,198.51.100.16,15936,25,TCP,12019,24,115,FIN
2026-08-24 09:08:39.535908,10.0.0.26,198.51.100.22,51788,25,TCP,13981,27,788,SYN-ACK
2026-08-24 09:08:39.788933,10.0.0.17,203.0.113.5,63165,25,TCP,11677,23,235,SYN-ACK
2026-08-24 09:08:41.394028,10.0.0.20,203.0.113.54,28087,443,TCP,11513,23,427,ACK
2026-08-24 09:08:43.164511,10.0.0.29,198.51.100.2,47277,80,TCP,2462,4,1072,SYN-ACK
2026-08-24 09:08:44.651569,10.0.0.31,198.51.100.3,25719,25,TCP,5340,10,1969,SYN-ACK
2026-08-24 09:08:46.757657,10.0.0.27,203.0.113.44,24242,25,TCP,11273,22,1591,FIN
2026-08-24 09:08:47.738875,10.0.0.35,198.51.100.30,41005,53,UDP,8132,16,403,SYN-ACK
2026-08-24 09:08:49.871547,10.0.0.19,203.0.113.29,51563,53,UDP,4935,9,1453,SYN-ACK
2026-08-24 09:08:50.837228,10.0.0.25,203.0.113.41,23883,22,TCP,9383,18,1922,FIN
2026-08-24 09:08:53.710133,10.0.0.13,198.51.100.15,25907,25,TCP,14876,29,818,ACK
2026-08-24 09:08:54.131415,10.0.0.35,203.0.113.19,3780,53,UDP,4912,9,1966,FIN
2026-08-24 09:08:56.649680,10.0.0.39,203.0.113.57,50001,53,UDP,8049,16,448,SYN-ACK
2026-08-24 09:08:58.492805,10.0.0.18,198.51.100.13,10020,53,UDP,1989,3,1270,FIN
2026-08-24 09:08:58.973359,10.0.0.17,203.0.113.7,15813,25,TCP,10652,21,486,SYN-ACK
2026-08-24 09:08:59.187867,10.0.0.20,198.51.100.33,7613,22,TCP,11360,22,1588,SYN-ACK
2026-08-24 09:09:00,10.0.0.31,203.0.113.201,50436,443,TCP,239,2,64,ACK
2026-08-24 09:09:00.724723,10.0.0.27,203.0.113.21,43811,22,TCP,14628,29,1808,ACK
2026-08-24 09:09:03.466946,10.0.0.16,198.51.100.38,22072,53,UDP,4876,9,1332,SYN-ACK
2026-08-24 09:09:06.047879,10.0.0.12,198.51.100.25,16242,25,TCP,8967,17,1522,FIN
2026-08-24 09:09:09.039960,10.0.0.11,203.0.113.23,58842,22,TCP,13923,27,370,SYN-ACK
2026-08-24 09:09:11.694841,10.0.0.22,198.51.100.5,62405,443,TCP,12471,24,1980,ACK
2026-08-24 09:09:12.691614,10.0.0.10,203.0.113.39,40527,25,TCP,1958,3,1911,ACK
2026-08-24 09:09:15.274581,10.0.0.30,198.51.100.11,33393,25,TCP,14769,29,1932,SYN-ACK
2026-08-24 09:09:17.521715,10.0.0.24,203.0.113.35,54030,443,TCP,2045,4,687,SYN-ACK
2026-08-24 09:09:19.311502,10.0.0.30,203.0.113.33,1947,443,TCP,12268,24,700,ACK
2026-08-24 09:09:21.827074,10.0.0.34,203.0.113.25,41063,443,TCP,14227,28,1318,ACK
2026-08-24 09:09:24.775793,10.0.0.26,203.0.113.42,27293,80,TCP,11165,22,205,SYN-ACK
2026-08-24 09:09:26.226652,10.0.0.25,203.0.113.42,1471,443,TCP,4472,8,795,SYN-ACK
2026-08-24 09:09:27.159001,10.0.0.18,203.0.113.43,39196,53,UDP,12043,24,1183,SYN-ACK
2026-08-24 09:09:28.218059,10.0.0.21,198.51.100.30,5095,443,TCP,11141,22,252,ACK
2026-08-24 09:09:30,10.0.0.31,203.0.113.201,50816,443,TCP,231,2,90,ACK
2026-08-24 09:09:30.573614,10.0.0.22,198.51.100.29,61520,25,TCP,14865,29,1828,FIN
2026-08-24 09:09:33.454224,10.0.0.32,203.0.113.16,25111,53,UDP,10270,20,462,SYN-ACK
2026-08-24 09:09:35.619658,10.0.0.25,203.0.113.20,50027,22,TCP,10124,20,775,ACK
2026-08-24 09:09:37.952865,10.0.0.39,198.51.100.2,53583,25,TCP,11080,22,1700,SYN-ACK
2026-08-24 09:09:39.403759,10.0.0.31,198.51.100.38,58245,25,TCP,13100,26,177,FIN
2026-08-24 09:09:41.924326,10.0.0.32,203.0.113.47,61136,80,TCP,9443,18,239,SYN-ACK
2026-08-24 09:09:43.043055,10.0.0.38,198.51.100.6,38556,443,TCP,8992,17,316,SYN-ACK
2026-08-24 09:09:44.611773,10.0.0.26,203.0.113.57,45607,80,TCP,3565,7,1478,FIN
2026-08-24 09:09:46.248867,10.0.0.38,198.51.100.7,54022,22,TCP,1111,2,938,SYN-ACK
2026-08-24 09:09:48.474051,10.0.0.24,198.51.100.14,37645,80,TCP,7775,15,1387,ACK
2026-08-24 09:09:48.800862,10.0.0.22,203.0.113.33,49901,80,TCP,3770,7,1194,SYN-ACK
2026-08-24 09:09:51.762046,10.0.0.21,198.51.100.31,36489,80,TCP,1187,2,1924,SYN-ACK
2026-08-24 09:09:54.106364,10.0.0.25,203.0.113.5,27819,53,UDP,3148,6,1584,SYN-ACK
2026-08-24 09:09:56.741301,10.0.0.33,198.51.100.24,25564,22,TCP,14803,29,793,ACK
2026-08-24 09:09:59.390051,10.0.0.39,203.0.113.49,6283,22,TCP,11385,22,1984,FIN
2026-08-24 09:10:00,10.0.0.31,203.0.113.201,50188,443,TCP,203,2,90,ACK
2026-08-24 09:10:01.070810,10.0.0.14,198.51.100.25,8798,53,UDP,3124,6,1110,ACK
2026-08-24 09:10:03.156610,10.0.0.33,203.0.113.29,50580,80,TCP,572,1,621,ACK
2026-08-24 09:10:04.646361,10.0.0.27,203.0.113.55,25880,25,TCP,13689,27,480,SYN-ACK
2026-08-24 09:10:04.936569,10.0.0.14,203.0.113.36,62458,443,TCP,14539,29,1494,SYN-ACK
2026-08-24 09:10:05.810435,10.0.0.31,203.0.113.54,51228,25,TCP,14679,29,1830,SYN-ACK
2026-08-24 09:10:07.979637,10.0.0.12,203.0.113.13,3224,25,TCP,7514,15,1234,FIN
2026-08-24 09:10:08.787991,10.0.0.11,203.0.113.32,27386,80,TCP,7391,14,489,FIN
2026-08-24 09:10:10.601100,10.0.0.37,203.0.113.8,34047,443,TCP,4939,9,489,FIN
2026-08-24 09:10:13.561048,10.0.0.28,198.51.100.18,16549,53,UDP,5144,10,1804,SYN-ACK
2026-08-24 09:10:16.416905,10.0.0.26,203.0.113.29,20717,22,TCP,4708,9,134,FIN
2026-08-24 09:10:18.004643,10.0.0.38,198.51.100.36,42049,443,TCP,11320,22,884,FIN
2026-08-24 09:10:19.370352,10.0.0.21,198.51.100.24,52522,22,TCP,8792,17,662,FIN
2026-08-24 09:10:20.245063,10.0.0.14,203.0.113.39,13074,22,TCP,12560,25,1111,ACK
2026-08-24 09:10:22.019744,10.0.0.17,203.0.113.39,53831,443,TCP,7786,15,1883,SYN-ACK
2026-08-24 09:10:22.789087,10.0.0.23,198.51.100.13,9811,25,TCP,6563,13,507,ACK
2026-08-24 09:10:25.017924,10.0.0.30,203.0.113.11,56541,22,TCP,6279,12,199,FIN
2026-08-24 09:10:25.328657,10.0.0.16,203.0.113.7,25742,53,UDP,11237,22,1248,FIN
2026-08-24 09:10:26.870961,10.0.0.12,203.0.113.25,48492,25,TCP,11201,22,1154,SYN-ACK
2026-08-24 09:10:29.764778,10.0.0.37,203.0.113.43,63743,53,UDP,451,1,443,SYN-ACK
2026-08-24 09:10:30,10.0.0.31,203.0.113.201,50673,443,TCP,235,2,75,ACK
2026-08-24 09:10:31.935330,10.0.0.13,198.51.100.37,60952,22,TCP,4174,8,1434,FIN
2026-08-24 09:10:33.440831,10.0.0.22,203.0.113.31,22101,25,TCP,12906,25,589,ACK
2026-08-24 09:10:34.945642,10.0.0.30,203.0.113.46,18165,53,UDP,6092,12,1060,ACK
2026-08-24 09:10:36.183616,10.0.0.35,198.51.100.34,50938,22,TCP,13958,27,665,SYN-ACK
2026-08-24 09:10:36.429032,10.0.0.23,203.0.113.6,57652,25,TCP,3825,7,1528,SYN-ACK
2026-08-24 09:10:37.178369,10.0.0.27,198.51.100.16,48210,25,TCP,7041,14,614,SYN-ACK
2026-08-24 09:10:39.211271,10.0.0.17,203.0.113.49,55639,25,TCP,4226,8,1032,FIN
2026-08-24 09:10:41.208015,10.0.0.31,203.0.113.44,51051,53,UDP,13660,27,1010,FIN
2026-08-24 09:10:41.799899,10.0.0.25,203.0.113.59,49046,443,TCP,13224,26,731,SYN-ACK
2026-08-24 09:10:44.680162,10.0.0.27,198.51.100.4,61113,443,TCP,14771,29,1120,FIN
2026-08-24 09:10:47.020311,10.0.0.26,203.0.113.5,62967,80,TCP,13602,27,1378,SYN-ACK
2026-08-24 09:10:47.832726,10.0.0.23,203.0.113.18,5478,443,TCP,11786,23,319,SYN-ACK
2026-08-24 09:10:50.588430,10.0.0.24,203.0.113.48,41514,80,TCP,10648,21,1375,FIN
2026-08-24 09:10:50.821613,10.0.0.31,198.51.100.4,1457,80,TCP,8919,17,1139,ACK
2026-08-24 09:10:53.298453,10.0.0.26,198.51.100.34,36134,53,UDP,4897,9,45,FIN
2026-08-24 09:10:54.173166,10.0.0.31,203.0.113.56,8037,443,TCP,1778,3,1083,SYN-ACK
2026-08-24 09:10:54.594420,10.0.0.29,198.51.100.9,54449,53,UDP,6007,12,557,ACK
2026-08-24 09:10:56.709737,10.0.0.22,203.0.113.59,16962,25,TCP,11623,23,472,ACK
2026-08-24 09:10:58.457301,10.0.0.37,203.0.113.11,7151,80,TCP,6840,13,786,ACK
2026-08-24 09:11:00,10.0.0.31,203.0.113.201,50029,443,TCP,258,2,62,ACK
2026-08-24 09:11:01.024224,10.0.0.11,198.51.100.23,47085,80,TCP,3007,6,179,ACK
2026-08-24 09:11:03.797850,10.0.0.30,203.0.113.43,57251,25,TCP,1762,3,1842,FIN
2026-08-24 09:11:05.914250,10.0.0.17,203.0.113.28,32186,25,TCP,4641,9,105,SYN-ACK
2026-08-24 09:11:06.158093,10.0.0.18,198.51.100.11,44153,25,TCP,739,1,377,ACK
2026-08-24 09:11:08.958943,10.0.0.16,198.51.100.17,50323,443,TCP,13646,27,1469,ACK
2026-08-24 09:11:11.054641,10.0.0.19,203.0.113.21,16783,25,TCP,9484,18,1719,ACK
2026-08-24 09:11:13.282299,10.0.0.27,203.0.113.43,50543,22,TCP,12319,24,296,FIN
2026-08-24 09:11:13.632649,10.0.0.17,198.51.100.9,56409,131,TCP,87,1,6,SYN
2026-08-24 09:11:14.045500,10.0.0.17,198.51.100.9,54322,242,TCP,54,1,14,SYN
2026-08-24 09:11:16.919104,10.0.0.17,198.51.100.9,59830,353,TCP,89,1,10,SYN
2026-08-24 09:11:17.202056,10.0.0.17,198.51.100.9,52999,464,TCP,89,1,6,SYN
2026-08-24 09:11:18.775746,10.0.0.17,198.51.100.9,48956,575,TCP,90,1,8,SYN
2026-08-24 09:11:20.184920,10.0.0.17,198.51.100.9,51659,686,TCP,75,1,7,SYN
2026-08-24 09:11:20.624864,10.0.0.17,198.51.100.9,59197,797,TCP,82,1,7,SYN
2026-08-24 09:11:21.030683,10.0.0.17,198.51.100.9,49678,908,TCP,55,1,12,SYN
2026-08-24 09:11:23.223379,10.0.0.17,198.51.100.9,48780,1019,TCP,49,1,7,SYN
2026-08-24 09:11:24.310078,10.0.0.17,198.51.100.9,45055,1130,TCP,87,1,7,SYN
2026-08-24 09:11:27.150367,10.0.0.17,198.51.100.9,43491,1241,TCP,45,1,1,SYN
2026-08-24 09:11:28.105713,10.0.0.17,198.51.100.9,54573,1352,TCP,63,1,13,SYN
2026-08-24 09:11:29.512456,10.0.0.17,198.51.100.9,44341,1463,TCP,45,1,3,SYN
2026-08-24 09:11:30,10.0.0.31,203.0.113.201,50460,443,TCP,255,2,77,ACK
2026-08-24 09:11:30.854980,10.0.0.17,198.51.100.9,58251,1574,TCP,75,1,9,SYN
2026-08-24 09:11:32.606795,10.0.0.17,198.51.100.9,40860,1685,TCP,45,1,6,SYN
2026-08-24 09:11:33.715200,10.0.0.17,198.51.100.9,59560,1796,TCP,78,1,13,SYN
2026-08-24 09:11:35.073868,10.0.0.17,198.51.100.9,52623,1907,TCP,40,1,5,SYN
2026-08-24 09:11:36.840570,10.0.0.17,198.51.100.9,42775,2018,TCP,86,1,15,SYN
2026-08-24 09:11:37.515402,10.0.0.17,198.51.100.9,47954,2129,TCP,76,1,9,SYN
2026-08-24 09:11:38.468375,10.0.0.17,198.51.100.9,52475,2240,TCP,50,1,3,SYN
2026-08-24 09:11:38.845523,10.0.0.17,198.51.100.9,48795,2351,TCP,71,1,3,SYN
2026-08-24 09:11:39.884829,10.0.0.17,198.51.100.9,54243,2462,TCP,57,1,7,SYN
2026-08-24 09:11:42.728651,10.0.0.17,198.51.100.9,42520,2573,TCP,63,1,5,SYN
2026-08-24 09:11:43.476186,10.0.0.17,198.51.100.9,56246,2684,TCP,78,1,10,SYN
2026-08-24 09:11:43.695135,10.0.0.17,198.51.100.9,43505,2795,TCP,48,1,5,SYN
2026-08-24 09:11:45.631673,10.0.0.17,198.51.100.9,52966,2906,TCP,61,1,14,SYN
2026-08-24 09:11:47.037398,10.0.0.17,198.51.100.9,50798,3017,TCP,68,1,6,SYN
2026-08-24 09:11:48.135260,10.0.0.17,198.51.100.9,59477,3128,TCP,48,1,5,SYN
2026-08-24 09:11:48.832644,10.0.0.17,198.51.100.9,46581,3239,TCP,70,1,6,SYN
2026-08-24 09:11:51.090292,10.0.0.17,198.51.100.9,53049,3350,TCP,60,1,5,SYN
2026-08-24 09:11:51.969080,10.0.0.17,198.51.100.9,56089,3461,TCP,76,1,13,SYN
2026-08-24 09:11:54.369506,10.0.0.17,198.51.100.9,52322,3572,TCP,57,1,14,SYN
2026-08-24 09:11:56.148287,10.0.0.17,198.51.100.9,51960,3683,TCP,47,1,15,SYN
2026-08-24 09:11:58.257082,10.0.0.17,198.51.100.9,59406,3794,TCP,74,1,3,SYN
2026-08-24 09:11:59.749624,10.0.0.17,198.51.100.9,58025,3905,TCP,41,1,12,SYN
2026-08-24 09:12:00,10.0.0.31,203.0.113.201,50398,443,TCP,180,2,63,ACK
2026-08-24 09:12:00.765351,10.0.0.17,198.51.100.9,46869,4016,TCP,68,1,13,SYN
2026-08-24 09:12:02.110947,10.0.0.17,198.51.100.9,42266,4127,TCP,90,1,13,SYN
2026-08-24 09:12:03.158878,10.0.0.17,198.51.100.9,56361,4238,TCP,48,1,11,SYN
2026-08-24 09:12:05.361540,10.0.0.17,198.51.100.9,48279,4349,TCP,82,1,3,SYN
2026-08-24 09:12:08.335502,10.0.0.17,198.51.100.9,52353,4460,TCP,44,1,8,SYN
2026-08-24 09:12:10.031731,10.0.0.17,198.51.100.9,55703,4571,TCP,77,1,7,SYN
2026-08-24 09:12:12.445750,10.0.0.17,198.51.100.9,53706,4682,TCP,74,1,1,SYN
2026-08-24 09:12:14.920182,10.0.0.17,198.51.100.9,51781,4793,TCP,84,1,15,SYN
2026-08-24 09:12:15.358131,10.0.0.17,198.51.100.9,59458,4904,TCP,80,1,15,SYN
2026-08-24 09:12:16.552156,10.0.0.25,203.0.113.44,51418,443,TCP,6082312,5693,4722,ACK
2026-08-24 09:12:18.649077,10.0.0.25,203.0.113.44,43425,443,TCP,4371587,5306,4642,ACK
2026-08-24 09:12:18.878611,10.0.0.25,203.0.113.44,27213,443,TCP,6781634,4763,2433,ACK
2026-08-24 09:12:20.640993,10.0.0.25,203.0.113.44,17980,443,TCP,5862280,5091,4124,ACK
2026-08-24 09:12:21.888528,10.0.0.25,203.0.113.44,46090,443,TCP,8825424,3905,3825,ACK
2026-08-24 09:12:22.510614,10.0.0.25,203.0.113.44,31371,443,TCP,8937450,5828,4049,ACK
2026-08-24 09:12:22.995520,198.51.100.77,10.0.0.12,14510,3389,TCP,202,1,41,SYN
2026-08-24 09:12:24.108278,198.51.100.77,10.0.0.12,58170,445,TCP,334,2,28,SYN
2026-08-24 09:12:26.723660,198.51.100.77,10.0.0.12,31010,23,TCP,118,3,47,SYN
2026-08-24 09:12:28.635324,10.0.0.19,203.0.113.5,38646,22,TCP,90,1,7,RST
2026-08-24 09:12:29.820882,10.0.0.19,203.0.113.5,39617,22,TCP,64,1,6,RST
2026-08-24 09:12:32.593193,10.0.0.19,203.0.113.5,37501,22,TCP,72,1,5,RST
2026-08-24 09:12:33.670113,10.0.0.19,203.0.113.5,39669,22,TCP,60,1,3,RST
2026-08-24 09:12:34.382638,10.0.0.19,203.0.113.5,33908,22,TCP,89,1,2,RST
2026-08-24 09:12:35.753707,10.0.0.19,203.0.113.5,32316,22,TCP,115,1,7,RST
2026-08-24 09:12:36.473817,10.0.0.19,203.0.113.5,32258,22,TCP,99,1,7,RST
2026-08-24 09:12:38.044815,10.0.0.19,203.0.113.5,38804,22,TCP,72,1,3,RST
2026-08-24 09:12:40.602374,10.0.0.19,203.0.113.5,32298,22,TCP,73,1,6,RST
2026-08-24 09:12:42.159279,10.0.0.19,203.0.113.5,30878,22,TCP,95,1,1,RST
2026-08-24 09:12:43.504855,10.0.0.19,203.0.113.5,33196,22,TCP,99,1,8,RST
2026-08-24 09:12:45.073214,10.0.0.19,203.0.113.5,38056,22,TCP,103,1,8,RST
2026-08-24 09:12:46.091066,10.0.0.19,203.0.113.5,31354,22,TCP,53,1,4,RST
2026-08-24 09:12:46.762051,10.0.0.19,203.0.113.5,34503,22,TCP,78,1,5,RST
2026-08-24 09:12:48.565650,10.0.0.19,203.0.113.5,37492,22,TCP,113,1,2,RST
2026-08-24 09:12:50.283371,10.0.0.19,203.0.113.5,34389,22,TCP,119,1,6,RST
2026-08-24 09:12:53.254743,10.0.0.19,203.0.113.5,30681,22,TCP,106,1,4,RST
2026-08-24 09:12:55.904211,10.0.0.19,203.0.113.5,31677,22,TCP,81,1,5,RST
2026-08-24 09:12:57.080227,10.0.0.19,203.0.113.5,30528,22,TCP,107,1,5,RST
2026-08-24 09:12:59.451996,10.0.0.19,203.0.113.5,31425,22,TCP,106,1,2,RST
2026-08-24 09:13:02.062932,10.0.0.19,203.0.113.5,33882,22,TCP,76,1,6,RST
2026-08-24 09:13:03.988155,10.0.0.19,203.0.113.5,39998,22,TCP,104,1,3,RST
2026-08-24 09:13:05.784363,10.0.0.19,203.0.113.5,33385,22,TCP,76,1,1,RST
2026-08-24 09:13:06.890593,10.0.0.19,203.0.113.5,38720,22,TCP,85,1,3,RST
2026-08-24 09:13:09.757306,10.0.0.19,203.0.113.5,34794,22,TCP,87,1,5,RST
